PROJECT_ID,COMPANY_NAME,PRODUCT_ID,PROJECT_NAME,COMPONENT_GROUP,COMPONENT,TOPIC_GROUP,TOPIC,PERC_ONE_DEC_PLACE,OUTCOME,RECOMMENDATION_TEXT,PROJECT_START_DATE,PROJECT_LAUNCH_DATE,DATE_UPLOAD,BENCHMARK_PERCENTILE,BENCHMARK_OUTCOME,BENCHMARK_SELECTIION
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,61.5,Established,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,36.2,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,51.2,Competent,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,38.1,Immature,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,7.1,Undeveloped,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,86.9,Commercially Sound ,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,0,Undeveloped,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,51.9,Competent,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,80.8,Advanced,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,0,Undeveloped,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,71.2,Advanced,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,80.8,Advanced,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,0,Undeveloped,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,100,Commercially Sound ,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,61.5,Established,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,2.5,Undeveloped,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,53.3,Competent,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,87.1,Commercially Sound ,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,100,Commercially Sound ,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,33.3,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,41.7,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,42.9,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,45.2,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,63.1,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,72.6,Advanced,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,75,Advanced,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,14.3,Undeveloped,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,21.2,Undeveloped,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,30.8,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,50,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,51.9,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,78.8,Advanced,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,100,Commercially Sound ,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,40.4,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,59.5,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,73.8,Advanced,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,100,Commercially Sound ,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,19.2,Undeveloped,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,28.8,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,47.6,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,52.4,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,61.5,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,35,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,39.6,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,41.7,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,42.9,Immature,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,44.9,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,58.3,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,60.1,Established,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,95.4,Commercially Sound ,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,19,Undeveloped,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,57.1,Established,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,86.9,Commercially Sound ,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,40.4,Immature,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,50,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,90.4,Commercially Sound ,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,51.9,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,59.6,Established,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,19.2,Undeveloped,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,28.8,Immature,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,36.7,Immature,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,46.3,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,66.7,Established,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,56,Established,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,40.4,Immature,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,49.2,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,38.1,Immature,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,50,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,51.2,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,21.2,Undeveloped,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,40.4,Immature,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,50,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,69.2,Established,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,37.5,Immature,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,43.3,Immature,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,46.8,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,47.5,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,50,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,53.6,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,57.1,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,64.3,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,40.4,Immature,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,62.5,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,71.2,Advanced,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,50,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,61.5,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,88.1,Commercially Sound ,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,28.8,Immature,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,31.3,Immature,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,42.3,Immature,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,45.8,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,55.5,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,55.8,Established,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,61.9,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,36.9,Immature,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,48.4,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,51.2,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,54.8,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,74.2,Advanced,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,61.5,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,65.6,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,76.9,Advanced,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,80.8,Advanced,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,50,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,62.5,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,71.2,Advanced,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,9.6,Undeveloped,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,28.8,Immature,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,38.5,Immature,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,51.9,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,59.6,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,45.8,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,49.2,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,55,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,57.5,Established,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,61.3,Established,,,,11/30/2020,,,
,,,,,,TOP BOTTOM BUBBLE,TOP 10 %,Bottom 10 %,,,,,,,,
1261,,,,,,TOP_BOTTOM_BUBBLE,0,0,,,,,11/30/2020,,,
,,,,,,Text for bubble chart,,,,TEXT ,,,,,,
1261,,2,,Customer Culture CG,CDC,RESULT_DISTRIBUTION BY PARTICIPANT_S,Overall Efficiency Score,,UI,30% of Responses were Immature or Undeveloped,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,RESULT_DISTRIBUTION BY PARTICIPANT_S,Overall Efficiency Score,,CE,63% of Responses were Established or Competent,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,RESULT_DISTRIBUTION BY PARTICIPANT_S,Overall Efficiency Score,,ACS,7% of Responses were Advanced or Commercially sound,,,11/30/2020,,,
,,,,,,DUMBLE _NUM,,,,,,,,,,
1261,,2,TESLA,Customer Culture CG,CDC,DUMBLE _NUM,DIRECTED CULTURE,51,Competent,,,,11/30/2020,,,
1261,,2,TESLA,Customer Culture CG,CDC,DUMBLE _NUM,EXPRESSED CULTURE,48,Competent,,,,11/30/2020,,,
1261,,2,TESLA,Customer Culture CG,CDC,DUMBLE _NUM,LEAD CULTURE,51,Competent,,,,11/30/2020,,,
,,,Participant ID,,,Result by Participant,,Percentage,,Count of Outcome (column i),,,,,,
1261,NULL,2,3264,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,41.7,Immature,8,,,11/30/2020,,,
1261,NULL,2,3266,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,49.2,Competent,10,,,11/30/2020,,,
1261,NULL,2,3267,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,55,Established,9,,,11/30/2020,,,
1261,NULL,2,3268,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,35,Immature,8,,,11/30/2020,,,
1261,NULL,2,3269,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,60.1,Established,9,,,11/30/2020,,,
1261,NULL,2,3270,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,61.9,Established,9,,,11/30/2020,,,
1261,NULL,2,3271,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,2.5,Undeveloped,1,,,11/30/2020,,,
1261,NULL,2,3272,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,95.4,Commercially Sound ,2,,,11/30/2020,,,
1261,NULL,2,3273,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,55.8,Established,9,,,11/30/2020,,,
1261,NULL,2,3274,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,58.3,Established,9,,,11/30/2020,,,
1261,NULL,2,3275,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,43.3,Immature,8,,,11/30/2020,,,
1261,NULL,2,3276,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,87.1,Commercially Sound ,2,,,11/30/2020,,,
1261,NULL,2,3277,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,39.6,Immature,8,,,11/30/2020,,,
1261,NULL,2,3278,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,31.7,Immature,8,,,11/30/2020,,,
1261,NULL,2,3279,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,53.3,Competent,10,,,11/30/2020,,,
1261,NULL,2,3280,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,47.5,Competent,10,,,11/30/2020,,,
1261,NULL,2,3281,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,66.7,Established,9,,,11/30/2020,,,
1261,NULL,2,3282,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,46.3,Competent,10,,,11/30/2020,,,
1261,NULL,2,3283,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,36.7,Immature,8,,,11/30/2020,,,
1261,NULL,2,3284,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,42.9,Immature,8,,,11/30/2020,,,
1261,NULL,2,3285,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,49.2,Competent,10,,,11/30/2020,,,
1261,NULL,2,3286,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,36.2,Immature,8,,,11/30/2020,,,
1261,NULL,2,3287,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,45.8,Competent,10,,,11/30/2020,,,
1261,NULL,2,3288,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,51.2,Competent,10,,,11/30/2020,,,
1261,NULL,2,3289,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,61.3,Established,9,,,11/30/2020,,,
1261,NULL,2,3290,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,55.5,Established,9,,,11/30/2020,,,
1261,NULL,2,3291,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,44.9,Competent,10,,,11/30/2020,,,
1261,NULL,2,3292,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,46.8,Competent,10,,,11/30/2020,,,
1261,NULL,2,3293,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,57.5,Established,9,,,11/30/2020,,,
1261,NULL,2,3294,Customer Culture CG,CDC,RESULT DISTRIBUTION BY PARTICIPANT,Overall Efficiency Score,45.8,Competent,10,,,11/30/2020,,,
1261,,2,ADMINISTRATOR,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,40,Immature,,,,11/30/2021,,,
1261,,2,ADMINISTRATOR,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,31.7,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,62,Immature,,,,11/30/2021,,,
1261,,2,ANALYST,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,40,Immature,,,,11/30/2020,,,
1261,,2,C-SUITE,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,93,Competent,,,,11/30/2021,,,
1261,,2,C-SUITE,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,2.5,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,100,Competent,,,,11/30/2021,,,
1261,,2,EXECUTIVE,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,40,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,40,Competent,,,,11/30/2021,,,
1261,,2,MANAGER,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,30,Competent,,,,11/30/2020,,,
1261,,2,OTHER,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,60,Competent,,,,11/30/2021,,,
1261,,2,OTHER,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,20,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,49.1,Competent,,,,11/30/2021,,,
1261,,2,SENIOR ANALYST,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,40,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,50.2,Competent,,,,11/30/2021,,,
1261,,2,SENIOR EXECUTIVE,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,30,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,dumbell MAX,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,50,Competent,,,,11/30/2021,,,
1261,,2,SPECIALIST,dumbell MIN,CDC,dumbell_Final_Benchmark,Overall Efficiency Score,42.1,Competent,,,,11/30/2020,,,
